Word,Segment,onset,offset,Order,LogFreq,LogFreq_Prev,LogFreq_Next,SndPower,Length,Position,Sentence,IsLexical,NGRAM,RNN,CFG
good,4,18.61859463,18.82904,610,13.35,14.56,10.7,4.1694e-09,0.210445369999992,4,25,1,5.069926658,5.33014074026237,4.81108427854124
practice,4,18.79818563,19.34387,611,10.7,13.35,16.35,3.735e-09,0.545684369999982,5,25,1,3.07673326,2.3680994486571,3.88618400602578
to,4,19.31301563,19.415914,612,16.35,10.7,12.79,3.6501e-09,0.102898369999988,6,25,0,4.70441491,4.65406648110699,3.17873177250945
say,4,19.38505963,19.704613,613,12.79,16.35,15.37,3.6189e-09,0.319553369999966,7,25,1,0.66195729,0.806692541688897,2.30353063839959
it,4,19.67375863,19.816081,614,15.37,12.79,13.02,3.917e-09,0.14232236999997,8,25,0,2.653519621,2.33111885422929,1.7735309552371
over,4,19.78522663,20.181966,615,13.02,15.37,12.19,3.5087e-09,0.396739369999988,9,25,0,4.066106427,6.88450602078059,5.63560069977532
yes,4,20.63002263,20.94551,616,12.19,13.02,15.48,0.0083014,0.315487369999985,1,26,0,6.013387457,7.9881050418033,6.55049983856849
that,4,21.12090763,21.397299,617,15.48,12.19,15.68,0.0051777,0.276391369999974,2,26,0,1.059176842,3.15121155958364,3.32984758236506
s,4,21.36644463,21.463054,618,15.68,15.48,14.08,0.00025722,0.0966093699999711,3,26,0,1.228645003,6.64549168994195,2.79758883329597
about,4,21.43219963,21.750401,619,14.08,15.68,16.96,0.0048753,0.318201369999983,4,26,0,4.187722214,3.32383804413666,3.16949086596477
the,4,21.71954663,21.846183,620,16.96,14.08,12.87,0.00068065,0.126636369999968,5,26,0,1.68949941,1.37615714269538,4.38510130769668
right,4,21.81532863,22.145503,621,12.87,16.96,10.3,0.00020265,0.330174369999991,6,26,0,2.414520182,2.73828867112331,4.43366652975751
distance,4,22.11464863,22.768088,622,10.3,12.87,14.57,0.012936,0.653439369999976,7,26,1,0.515633001,0.763868258173315,3.79618093061662
but,4,23.18022663,23.3787,623,14.57,10.3,13.47,0.0025094,0.198473369999981,8,26,0,3.281191291,3.056497080053,8.72472769538913
then,4,23.34784563,23.541617,624,13.47,14.57,15.79,0.0045236,0.193771369999975,9,26,0,3.387104324,3.31788383523929,3.66151940125354
I,4,23.51076263,23.681222,625,15.79,13.47,10.86,0.0088782,0.170459369999993,10,26,0,2.205315117,3.5954410735945,1.76326548856383
wonder,4,23.65036763,24.037204,626,10.86,15.79,14.1,0.010988,0.386836369999973,11,26,1,2.179779455,2.26418976302674,2.44610450931782
what,4,24.00634963,24.207983,627,14.1,10.86,7.96,9.8449e-05,0.201633369999985,12,26,0,4.672391523,6.7330483255159,4.73761648449715
Latitude,4,24.17712863,24.85268,628,7.96,14.1,14.78,0.0034858,0.675551369999994,13,26,1,5.307112324,5.41758689590148,3.28911187420123
or,4,24.82182563,24.971081,629,14.78,7.96,6.95,0.001102,0.14925536999997,14,26,0,5.229113453,5.18799900997507,8.830989564675
Longitude,4,24.94022663,25.608846,630,6.95,14.78,15.79,0.0021008,0.66861936999997,15,26,1,3.64415512,4.21929737331027,2.25775996337392
I,4,25.57799163,25.740262,631,15.79,6.95,14.92,0.0048482,0.162270369999973,16,26,0,2.171368333,2.58078491255486,1.72170960871415
ve,4,25.70940763,25.809177,632,14.92,15.79,12.61,9.0839e-06,0.0997693699999758,17,26,0,4.165631392,2.798094185086,2.42239105949778
got,4,25.77832263,26.145221,633,12.61,14.92,16.35,0.00053058,0.366898369999991,18,26,1,3.598378951,4.59021132863256,4.06107312185713
to,4,26.11436663,26.464474,634,16.35,12.61,8.65,0.0027197,0.350107369999968,19,26,0,2.808799828,3.78352045015848,4.79954261123413
Alice,4,27.16716563,27.621991,635,8.65,16.35,13.53,3.5915e-06,0.45482536999998,20,26,1,3.226499067,4.17859241127499,2.31234815438747
had,4,27.59113663,27.79666,636,13.53,8.65,14.77,0.00016349,0.205523369999973,1,27,0,0.905228728,1.81499813858184,1.35746037215629
no,4,28.00526063,28.385632,637,14.77,13.53,16.96,0.00015939,0.380371369999988,2,27,0,2.610251508,2.06410526884387,5.62571782863731
idea,4,28.35477763,28.718564,640,11.8,8.06,14.1,0.0031293,0.363786369999985,3,27,1,1.504428152,1.44507788620001,4.73343376131146
what,4,28.68770963,28.874211,641,14.1,11.8,7.24,0.0012287,0.186501369999974,4,27,0,6.470684078,7.03667693040432,4.61860944402294
Latitude,4,28.84335663,29.436932,642,7.24,14.1,14.56,0.0026943,0.593575369999986,5,27,1,5.451483319,4.83111688508623,2.50105639901296
was,4,29.40607763,29.867952,643,14.56,7.24,14.78,0.00041833,0.461874369999975,6,27,0,2.059176856,1.72820990715874,1.33344546475411
or,4,30.17233563,30.346864,644,14.78,14.56,6.95,0.00048287,0.174528369999983,7,27,0,5.669136048,6.23426973927545,8.68565942074631
Longitude,4,30.31600963,30.921557,645,6.95,14.78,12.17,0.0013651,0.605547369999979,8,27,1,6.644155163,7.21437412459772,2.44244705117451
either,4,30.89070263,31.352578,646,12.17,6.95,14.57,0.011087,0.461875369999994,9,27,0,1.602773833,3.24794818019807,4.09698979486439
but,4,31.93233563,32.118836,647,14.57,12.17,13.1,0.0012685,0.186500369999987,10,27,0,7.978042171,4.16889819691588,8.61456661947738
thought,4,32.08798163,32.346319,649,12.07,13.1,14.3,8.8111e-05,0.258337369999992,11,27,1,2.382872173,3.80342699685993,1.81205837539182
they,4,32.31546463,32.466047,650,14.3,12.07,13.41,0.0002468,0.150582369999974,12,27,0,3.162907397,3.37237642857248,1.95583726703665
were,4,32.43519263,32.585775,651,13.41,14.3,11.64,0.00043542,0.150582369999981,13,27,0,2.782802419,2.23887359355765,1.43850016331713
nice,4,32.55492063,32.921013,652,11.64,13.41,10.01,0.013572,0.36609236999999,14,27,1,5.069926658,5.22922811330334,5.12044354596827
grand,4,32.89015863,33.268224,653,10.01,11.64,11.51,0.00052213,0.378065369999973,15,27,1,4.67807202,3.25090233538273,4.3657877355334
words,4,33.27328863,33.735798,654,11.51,10.01,16.35,9.7876e-07,0.462509369999985,16,27,1,2.200222601,3.43937268579805,5.03519503905803
to,4,33.70494363,33.84402,655,16.35,11.51,12.79,4.7366e-07,0.13907636999997,17,27,0,4.311297939,5.08888970837993,3.23415730518557
say,4,33.81316563,34.238853,656,12.79,16.35,8.85,0.0038942,0.425687369999977,18,27,1,0.503943136,0.837330875511996,2.07480372636416
Presently,4,35.16498863,35.650809,657,8.85,12.79,13.1,0.015392,0.485820369999978,1,28,1,3.875029123,3.92859932647146,2.93778169751202
she,4,35.61995463,35.890265,658,13.1,8.85,10.61,7.5977e-07,0.270310369999969,2,28,0,1.510457451,3.02888597742221,0.876986993171645
began,4,35.85941063,36.29734,659,10.61,13.1,12.43,0.00023085,0.437929369999992,3,28,1,1.450426889,1.60644673078986,1.29799908028928
again,4,36.26648563,36.788224,660,12.43,10.61,15.79,0.0099424,0.521738369999987,4,28,1,2.449772483,2.19315708645119,4.95499698417455
I,4,37.59546463,37.762944,661,15.79,12.43,10.86,0.0040673,0.167479369999974,5,28,0,2.088240405,1.83349031279873,0.720338114973816
wonder,4,37.73208963,38.159034,662,10.86,15.79,14.65,0.00040925,0.426944369999994,6,28,1,1.628449015,2.112485210281,2.27220103075391
if,4,38.12817963,38.272667,663,14.65,10.86,15.79,0.00070922,0.144487369999986,7,28,0,4.276450914,3.87707617139889,5.53145575323913
I,4,38.24181263,38.4314,664,15.79,14.65,11,0.00027869,0.18958736999997,8,28,0,1.723907941,1.83538572297942,1.76382541039405
shall,4,38.40054563,38.739789,665,11,15.79,10.74,2.1826e-07,0.33924336999997,9,28,0,3.150307324,3.0158986419624,4.0264779518459
fall,4,38.79274363,39.146864,666,10.74,11,12.87,3.4899e-07,0.354120369999997,10,28,1,0.778503815,0.961495885442653,3.43947685770177
right,4,39.11600963,39.386319,667,12.87,10.74,12.63,4.4166e-07,0.270309369999985,11,28,1,4.393748195,5.75776028488732,3.26057593237488
through,4,39.35546463,39.913122,668,12.63,12.87,16.96,3.1624e-06,0.557657369999987,12,28,1,6.451483334,5.8416671095988,2.79825675312973
the,4,39.88226763,40.103018,669,16.96,12.63,11.03,0.017201,0.22075036999999,13,28,0,5.703019715,2.59000448883382,4.42242538249776
earth,4,40.07216363,40.487816,670,11.03,16.96,13.52,0.014891,0.415652369999982,14,28,1,0.724266695,1.03317623410216,4.5486511459313
How,4,41.04362863,41.27802,671,13.52,11.03,10.51,0.001891,0.234391369999969,15,28,0,4.647078431,5.98680984652446,3.72777224226584
funny,4,41.40281163,41.721013,672,10.51,13.52,15.37,0.014011,0.318201369999969,16,28,1,3.438859964,5.61244546555394,3.77942035058871
it,4,41.69015863,41.840427,673,15.37,10.51,14.35,0.0027324,0.150268369999978,17,28,0,0.664408872,3.86147551442513,2.50231686339111
ll,4,41.80957263,41.960469,674,14.35,15.37,11.71,0.00086732,0.150896369999991,18,28,0,2.022506092,2.82074711651112,4.06576583047904
seem,4,41.92961463,42.271762,675,11.71,14.35,16.35,1.587e-06,0.342147369999964,19,28,1,0.778503815,0.784335467019597,3.81700876193638
to,4,42.24090763,42.367544,676,16.35,11.71,12.35,0.00020651,0.126636369999979,20,28,0,4.113643218,3.97761951616957,6.15137249193162
come,4,42.33668963,42.602887,677,12.35,16.35,13.9,0.00077736,0.266197369999979,21,28,1,0.730794284,0.680907196002341,2.83236612169023
out,4,42.57203263,42.760665,678,13.9,12.35,11.01,0.014668,0.188632369999986,22,28,0,3.573364832,4.92986834671275,8.07327640698524
among,4,42.72981063,43.073938,679,11.01,13.9,16.96,0.0005723,0.344127369999967,23,28,1,1.619197446,1.82962997334072,3.0214268802793
the,4,43.04308363,43.181694,680,16.96,11.01,13.55,0.00016631,0.138610369999995,24,28,0,0.991661975,1.30520422794056,4.74170154463747
people,4,43.15083963,43.696523,681,13.55,16.96,15.48,0.016347,0.545683369999985,25,28,1,3.690163824,3.26987758134783,5.42274670729946
that,4,43.66566863,43.864143,682,15.48,13.55,10.41,0.00012035,0.198474369999985,26,28,0,7.001229214,7.06635920167346,5.3745929647379
walk,4,43.83328863,44.139517,683,10.41,15.48,14.97,0.0057655,0.306228369999985,27,28,1,2.643683392,5.78036567849771,3.26235366119866
with,4,44.10866263,44.28319,684,14.97,10.41,14.09,0.012342,0.174527369999993,28,28,0,3.381091634,3.45977239459587,2.50943777882628
their,4,44.25233563,44.450809,685,14.09,14.97,9.79,0.011156,0.198473369999995,29,28,0,4.688071024,3.83462698218577,8.21655514124312
heads,4,44.41995463,44.845911,686,9.79,14.09,6.49,0.0024348,0.425956369999973,30,28,1,2.040122276,3.56377162550841,5.03080486918305
downward,4,44.81505663,45.456523,687,6.49,9.79,16.96,0.006107,0.641466369999975,31,28,1,3.689499439,3.78318275426789,3.34283320723416
The,4,46.10811763,46.282778,688,16.96,6.49,4.47,0.0018758,0.174660369999977,32,28,0,3.243178468,3.38179517999446,3.28349480242814
Antipathies,4,46.25192363,47.276387,689,4.47,16.96,15.79,6.7371e-05,1.02446336999997,33,28,1,4.4276983,7.61226055468805,10.7397678514481
I,4,47.24553263,47.384143,690,15.79,4.47,13.39,0.015911,0.138610369999967,1,29,0,3.182593143,3.35638167830898,2.62001304619822
think,4,47.56879863,48.162374,691,13.39,15.79,13.1,0.0060441,0.593575369999968,2,29,1,3.381091634,2.61195271655657,2.74370575791109
she,4,48.95285963,49.139553,692,13.1,13.39,14.56,0.00044664,0.186693369999979,3,29,0,2.943025654,3.10118111900625,2.46864476590368
was,4,49.10869863,49.383598,693,14.56,13.1,11.89,0.0016615,0.274899369999979,4,29,0,2.586406708,1.78860735910789,1.51775044769879
rather,4,49.35274363,49.730809,694,11.89,14.56,10.15,0.0007286,0.378065369999995,5,29,1,2.449772483,2.3070119025659,3.97516745498628
glad,4,49.69995463,49.994211,695,10.15,11.89,14.09,0.015858,0.294256369999978,6,29,1,2.404132513,3.34579369539366,4.86491335035433
there,4,49.96335663,50.125911,696,14.09,10.15,14.56,0.00416,0.162554369999974,7,29,0,9.001694313,8.51678821390279,5.79683931020834
was,4,50.09505663,50.473122,697,14.56,14.09,13.96,0.0033461,0.378065369999987,8,29,0,1.059176842,2.89491778701906,1.45548271853652
no,4,50.44226763,50.59285,698,13.96,14.56,14.17,0.0045485,0.150582369999967,9,29,0,0.912174879,2.17600378879232,4.46472164206799
one,4,50.56199563,50.793757,699,14.17,13.96,9.83,0.027238,0.231761369999973,10,29,0,8.597880734,8.17545429623405,6.32537842062355
listening,4,50.76290263,51.275299,700,9.83,14.17,14.99,0.016865,0.51239636999999,11,29,1,3.965618102,1.46673476979235,4.35479361328221
this,4,51.24444463,51.490809,701,14.99,9.83,13.58,0.014667,0.246364369999988,12,29,0,4.004883292,4.73261483734463,4.62141885421814
time,4,51.45995463,51.873938,702,13.58,14.99,14.79,0.0019003,0.413983369999983,13,29,1,1.457123896,1.206628550753,3.69118234343269
as,4,51.92689363,52.095993,703,14.79,13.58,15.37,0.00024562,0.169099369999991,14,29,0,1.877723178,2.18906339994151,2.1271218342281
it,4,52.06513863,52.233122,704,15.37,14.79,12.85,0.00169,0.16798336999998,15,29,0,2.421403217,2.4029281204492,1.29721936030642
did,4,52.20226763,52.407375,705,12.85,15.37,14.77,6.6063e-05,0.205107369999972,16,29,0,1.219911654,1.36285301137984,1.94046011110293
nt,4,52.37652063,52.520469,706,14.77,12.85,11.71,8.1772e-07,0.14394836999999,17,29,0,2.449772483,2.41739166591861,3.93245568005146
sound,4,52.48961463,52.904031,707,11.71,14.77,14.5,4.3633e-07,0.414416369999977,18,29,1,3.319243977,2.95262243149027,2.50240771450823
at,4,52.87317663,53.002313,708,14.5,11.71,14.35,0.0053171,0.129136369999983,19,29,0,3.391024199,2.46284947723854,3.75514065345872
all,4,52.97145863,53.250809,709,14.35,14.5,16.96,0.016158,0.279350369999975,20,29,0,1.679513694,1.36291631415211,4.41474474352364
the,4,53.21995463,53.370537,710,16.96,14.35,12.87,0.016077,0.150582369999988,21,29,0,7.353121057,8.27641355033373,4.58520940569491
right,4,53.33968263,53.609993,711,12.87,16.96,11.84,0.011528,0.270310369999976,22,29,1,1.368086257,3.21486644424736,4.37199536141152
word,4,53.61505663,53.969177,712,11.84,12.87,14.57,0.0018929,0.354120369999976,23,29,1,0.515633001,0.614304381612463,3.64729553391941
but,4,55.17151963,55.266684,713,14.57,11.84,15.79,2.1347e-06,0.0951643699999991,24,29,0,3.281191291,2.94616342402882,8.7295765808456
I,4,55.23582963,55.431961,714,15.79,14.57,11,2.1872e-05,0.196131370000003,25,29,0,2.817732493,2.66793285402389,1.6475090223451
shall,4,55.40110663,55.633394,715,11,15.79,14.92,0.0069363,0.232287369999952,26,29,0,2.65053653,2.85162062157515,4.45706060905483
have,4,55.60253963,55.801013,716,14.92,11,16.35,0.0087672,0.198473369999952,27,29,0,0.778503815,0.671545464022075,2.86492308356174
to,4,55.77015863,55.939519,717,16.35,14.92,11.84,0.0028547,0.169360369999964,28,29,0,4.113643218,3.93553363155288,4.52434275158484
ask,4,55.92580563,56.244006,718,11.84,16.35,13.59,8.1656e-05,0.318200369999957,29,29,1,0.730794284,0.669435312930154,2.32180869164454
them,4,56.21315163,56.417432,719,13.59,11.84,14.1,8.2865e-05,0.204280369999964,30,29,0,2.653519621,2.40628214686345,2.2825116767953
what,4,56.38657763,56.60319,720,14.1,13.59,16.96,0.0048287,0.216612369999986,31,29,0,6.017705963,7.41372451347664,4.84000845142779
the,4,56.57233563,56.770809,721,16.96,14.1,12.6,1.936e-06,0.198473369999988,32,29,0,3.381091634,4.21287329217891,3.474317386213
name,4,56.73995463,56.998292,722,12.6,16.96,16.21,0.0026065,0.258337369999992,33,29,1,1.586406693,1.41955137881475,4.49197561000715
of,4,56.96743763,57.070129,723,16.21,12.6,16.96,0.0017559,0.102691370000009,34,29,0,1.877723178,2.23414850652564,2.12378562905365
the,4,57.03927463,57.141966,724,16.96,16.21,11.58,0.00053851,0.102691369999967,35,29,0,1.551038125,1.47207823512853,4.44338165573819
country,4,57.11111163,57.63285,725,11.58,16.96,15.68,2.6815e-06,0.521738369999959,36,29,1,0.824339779,0.861349019591729,3.55028923350394
is,4,57.60199563,57.896251,726,15.68,11.58,15.43,2.0435e-07,0.294255370000009,37,29,0,5.423379808,6.11778637623593,3.34389400497457
you,4,57.86539663,58.027952,727,15.43,15.68,13.59,4.6495e-07,0.162555369999971,1,30,0,2.788041099,3.08864410569189,1.89174800342726
know,4,57.99709763,58.36319,728,13.59,15.43,13.27,4.2736e-07,0.366092369999976,2,30,1,2.257781649,2.44925556848143,2.47441494591552
Please,4,59.03873063,59.404823,729,13.27,13.59,11.07,0.00037003,0.366092369999961,1,31,1,4.669435007,7.59013592118875,3.84622602865047
Maam,4,59.37396863,59.764006,730,11.07,13.27,15.68,0.014848,0.390037369999995,2,31,1,4.795402521,4.40286967536975,2.44841673683827
is,4,60.03247163,60.30314,731,15.68,11.07,14.99,0.0089958,0.270668369999981,3,31,0,0.046158191,4.82893709051219,2.80911644711182
this,4,60.27228563,60.545431,732,14.99,15.68,13.47,0.0021823,0.273145370000009,4,31,0,3.146065222,2.51786156329097,5.41108187364414
New,4,60.51457663,60.65997,733,13.47,14.99,9.54,6.9392e-05,0.145393369999987,5,31,1,4.600737534,2.70572352179152,4.26976807083221
Zealand,4,60.62911563,61.26601,734,9.54,13.47,14.78,0.0004129,0.636894369999993,6,31,1,1.836019692,2.52543890004244,3.7385975039601
or,4,61.23515563,61.439944,735,14.78,9.54,10.48,0.00066775,0.204788369999967,7,31,0,3.383915273,4.43195559466375,8.76007388910593
Australia,4,61.40908963,62.242374,736,10.48,14.78,16.19,1.0872e-06,0.833284369999987,8,31,1,2.483835534,3.88579845799456,3.43650682844165
and,4,63.22920663,63.311398,737,16.19,10.48,13.1,0.00076829,0.0821913699999968,9,31,0,3.226499067,2.94381237927551,2.31234815438747
she,4,63.28054363,63.499517,738,13.1,16.19,11.69,0.020902,0.218973369999972,10,31,0,4.859416075,4.04394596526345,2.99716467501783
tried,4,63.46866263,63.772422,739,11.69,13.1,16.35,0.018578,0.303759370000009,11,31,1,1.138946301,1.35921436057351,1.73060526285175
to,4,63.74156763,63.834755,740,16.35,11.69,3.332,0.00042315,0.0931873699999741,12,31,0,3.634986599,3.72437518207638,4.39443310472238
curtsey,4,63.80390063,64.35754,741,3.332,16.35,14.79,0.002134,0.553639369999971,13,31,1,0.886672437,0.673316733052256,2.07615116298506
as,4,64.32668563,64.441703,742,14.79,3.332,13.1,0.0045577,0.115017369999961,14,31,0,2.695339374,2.58791586180524,4.89392231089496
she,4,64.41084863,64.598878,743,13.1,14.79,9.44,0.0042915,0.188029369999953,15,31,0,1.897106628,2.09002160430631,2.11589281734794
spoke,4,64.56802363,65.088867,744,9.44,13.1,8.9,0.001345,0.520843369999994,16,31,1,1.219911654,1.74514549723414,1.45384424987205
fancy,4,65.36036263,65.822238,745,8.9,9.44,0,0.00040319,0.461875369999973,17,31,1,6.239843295,6.54313683784943,4.11190634529314
curtseying,4,65.79138363,66.54327,746,0,8.9,14.79,0.00028312,0.751886370000008,18,31,1,3.438461333,5.75105097068713,3.28578821804769
as,4,66.51241563,66.686122,747,14.79,0,15.43,1.7638e-06,0.173706369999948,19,31,0,2.374902868,2.23764635340872,4.2856309432165
you,4,66.65526763,66.768651,748,15.43,14.79,14.91,4.1508e-06,0.11338336999998,20,31,0,2.640042559,2.15125327926794,1.75572737905502
re,4,66.73779663,66.883085,749,14.91,15.43,9.5,1.1889e-06,0.145288369999989,21,31,0,3.214437146,3.11895051880021,2.29996952713049
falling,4,66.85223063,67.283304,750,9.5,14.91,12.63,0.020505,0.431073369999993,22,31,1,4.460884362,4.50064858962947,4.51365696936031
through,4,67.25244963,67.474483,751,12.63,9.5,16.96,0.0084423,0.222033369999963,23,31,0,1.875912727,2.36343445489543,4.5033636735645
the,4,67.44362863,67.689993,752,16.96,12.63,11.3,5.4688e-06,0.246364369999952,24,31,0,1.241494221,1.23451529056332,4.07218171496066
air,4,67.65913863,67.953394,753,11.3,16.96,14.12,6.0426e-06,0.294255370000002,25,31,1,0.824339779,0.847289530417063,4.76956164692725
Do,4,68.03985163,68.185421,754,14.12,11.3,15.43,0.011923,0.145569369999961,26,31,0,3.226499067,3.28558991126883,2.31234815438747
you,4,68.15456663,68.293642,755,15.43,14.12,13.39,1.914e-05,0.139075369999972,27,31,0,4.859416075,4.20287715733551,2.99716467501783
think,4,68.26278763,68.468224,756,13.39,15.43,15.43,1.903e-05,0.205436369999958,28,31,1,2.197840778,2.14408777988677,2.64518513032228
you,4,68.43736963,68.62387,757,15.43,13.39,13.21,0.0050544,0.186500369999948,29,31,0,2.943025654,2.95838838548217,2.64365768235342
could,4,68.59301563,68.791489,758,13.21,15.43,9.8,0.0097778,0.198473369999959,30,31,0,2.207892933,2.75940401081082,4.11484258369471
manage,4,68.76063463,69.160773,759,9.8,13.21,15.37,0.018321,0.400138370000008,31,31,1,0.778503815,0.673575932027976,3.10601173573441
it,4,69.12991863,69.411847,760,15.37,9.8,16.19,3.3986e-05,0.28192836999996,32,31,0,2.343135269,2.39405150915872,1.75992798257214
And,5,0.561145631,0.692944999999952,761,16.19,15.37,14.1,4.0478e-09,0.131799368999952,33,31,0,3.955187248,4.893341437259,8.0290676831335
what,5,0.689847173,0.939210999999943,762,14.1,16.19,14.27,3.9305e-09,0.249363826999943,34,31,0,7.7734114,8.05766695816771,5.14728567078649
